Date,Team1,Team1_Position,Team1_Win_Percentage,Team1_Rating,Team1_Kills_Per_Round,Team1_Deaths_Per_Round,Team1_Headshots,Team2,Team2_Position,Team2_Win_Percentage,Team2_Rating,Team2_Kills_Per_Round,Team2_Deaths_Per_Round,Team2_Headshots,Score
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,faze,1,72.4,1.09,0.68,0.64,51.78,0
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,natus_vincere,2,77.3,1.07,0.66,0.64,48.36,1
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,imperial,18,72.0,1.13,0.7,0.62,46.54,1
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,cloud9,7,63.0,1.11,0.68,0.64,45.42,1
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,metizport,30,62.0,1.08,0.67,0.66,50.64,1
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,big,38,40.9,1.06,0.67,0.65,49.1,1
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,heroic,10,57.1,1.05,0.66,0.66,50.74,1
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,mouz,5,76.2,1.08,0.68,0.65,48.74,0
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,astralis,26,57.1,1.06,0.65,0.65,52.94,1
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,ence,13,45.5,1.04,0.65,0.66,49.2,1
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,faze,1,72.4,1.09,0.68,0.64,51.78,1
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,falcons,11,42.9,1.05,0.67,0.66,49.18,1
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,faze,1,72.4,1.09,0.68,0.64,51.78,1
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,complexity,12,43.8,1.03,0.64,0.67,51.06,1
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,natus_vincere,2,77.3,1.07,0.66,0.64,48.36,1
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,themongolz,19,67.9,1.12,0.7,0.65,51.78,1
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,apeks,20,44.1,1.03,0.65,0.66,51.12,1
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,faze,1,72.4,1.09,0.68,0.64,51.78,0
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,liquid,22,69.0,1.15,0.7,0.61,50.02,0
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,mouz,5,76.2,1.08,0.68,0.65,48.74,1
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,koi,27,58.3,1.09,0.67,0.64,46.24,0
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,virtuspro,9,68.0,1.11,0.65,0.61,48.04,1
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,mibr,34,81.0,1.14,0.69,0.61,51.92,1
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,furia,14,45.5,1.08,0.67,0.64,47.26,1
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,virtuspro,9,68.0,1.11,0.65,0.61,48.04,0
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,sinners,49,59.3,1.08,0.68,0.66,50.28,0
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,furia,14,45.5,1.08,0.67,0.64,47.26,1
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,mibr,34,81.0,1.14,0.69,0.61,51.92,1
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,apeks,20,44.1,1.03,0.65,0.66,51.12,1
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,monte,23,51.9,1.06,0.67,0.66,52.76,0
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,saw,16,73.3,1.09,0.67,0.63,49.92,1
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,mouz,5,76.2,1.08,0.68,0.65,48.74,1
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,complexity,12,43.8,1.03,0.64,0.67,51.06,1
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,9z,45,65.6,1.08,0.66,0.63,49.74,0
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,virtuspro,9,68.0,1.11,0.65,0.61,48.04,0
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,big,38,40.9,1.06,0.67,0.65,49.1,0
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,saw,16,73.3,1.09,0.67,0.63,49.92,1
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,cloud9,7,63.0,1.11,0.68,0.64,45.42,0
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,mibr,34,81.0,1.14,0.69,0.61,51.92,1
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,9z,45,65.6,1.08,0.66,0.63,49.74,1
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,monte,23,51.9,1.06,0.67,0.66,52.76,1
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,eternal_fire,8,68.2,1.1,0.68,0.63,50.36,0
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,monte,23,51.9,1.06,0.67,0.66,52.76,1
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,virtuspro,9,68.0,1.11,0.65,0.61,48.04,1
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,9_pandas,21,51.7,1.07,0.66,0.65,50.92,1
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,og,36,50.0,1.04,0.65,0.69,58.92,0
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,virtuspro,9,68.0,1.11,0.65,0.61,48.04,0
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,virtuspro,9,68.0,1.11,0.65,0.61,48.04,1
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,mibr,34,81.0,1.14,0.69,0.61,51.92,1
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,saw,16,73.3,1.09,0.67,0.63,49.92,1
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,9_pandas,21,51.7,1.07,0.66,0.65,50.92,1
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,astralis,26,57.1,1.06,0.65,0.65,52.94,0
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,aurora,28,75.0,1.16,0.72,0.64,49.96,0
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,fnatic,33,55.2,1.08,0.67,0.66,49.9,0
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,astralis,26,57.1,1.06,0.65,0.65,52.94,0
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,astralis,26,57.1,1.06,0.65,0.65,52.94,0
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,natus_vincere,2,77.3,1.07,0.66,0.64,48.36,0
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,liquid,22,69.0,1.15,0.7,0.61,50.02,1
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,astralis,26,57.1,1.06,0.65,0.65,52.94,1
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,ence,13,45.5,1.04,0.65,0.66,49.2,0
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,liquid,22,69.0,1.15,0.7,0.61,50.02,0
28/03/2024,spirit,4,79.2,1.19,0.73,0.61,46.98,big,38,40.9,1.06,0.67,0.65,49.1,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,faze,1,72.4,1.09,0.68,0.64,51.78,0
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,cloud9,7,63.0,1.11,0.68,0.64,45.42,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,complexity,12,43.8,1.03,0.64,0.67,51.06,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,imperial,18,72.0,1.13,0.7,0.62,46.54,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,themongolz,19,67.9,1.12,0.7,0.65,51.78,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,eternal_fire,8,68.2,1.1,0.68,0.63,50.36,0
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,ence,13,45.5,1.04,0.65,0.66,49.2,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,cloud9,7,63.0,1.11,0.68,0.64,45.42,0
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,heroic,10,57.1,1.05,0.66,0.66,50.74,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,gamerlegion,24,44.0,1.09,0.7,0.66,46.06,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,heroic,10,57.1,1.05,0.66,0.66,50.74,0
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,ence,13,45.5,1.04,0.65,0.66,49.2,0
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,astralis,26,57.1,1.06,0.65,0.65,52.94,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,falcons,11,42.9,1.05,0.67,0.66,49.18,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,astralis,26,57.1,1.06,0.65,0.65,52.94,0
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,og,36,50.0,1.04,0.65,0.69,58.92,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,faze,1,72.4,1.09,0.68,0.64,51.78,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,natus_vincere,2,77.3,1.07,0.66,0.64,48.36,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,cloud9,7,63.0,1.11,0.68,0.64,45.42,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,natus_vincere,2,77.3,1.07,0.66,0.64,48.36,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,faze,1,72.4,1.09,0.68,0.64,51.78,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,cloud9,7,63.0,1.11,0.68,0.64,45.42,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,complexity,12,43.8,1.03,0.64,0.67,51.06,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,heroic,10,57.1,1.05,0.66,0.66,50.74,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,faze,1,72.4,1.09,0.68,0.64,51.78,0
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,betboom,32,52.8,1.05,0.68,0.69,51.7,0
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,monte,23,51.9,1.06,0.67,0.66,52.76,0
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,ninjas_in_pyjamas,27,23.1,0.98,0.63,0.7,49.66,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,ence,13,45.5,1.04,0.65,0.66,49.2,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,g2,6,65.4,1.1,0.67,0.63,49.74,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,natus_vincere,2,77.3,1.07,0.66,0.64,48.36,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,mibr,34,81.0,1.14,0.69,0.61,51.92,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,ence,13,45.5,1.04,0.65,0.66,49.2,0
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,cloud9,7,63.0,1.11,0.68,0.64,45.42,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,g2,6,65.4,1.1,0.67,0.63,49.74,0
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,mouz,5,76.2,1.08,0.68,0.65,48.74,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,og,36,50.0,1.04,0.65,0.69,58.92,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,big,38,40.9,1.06,0.67,0.65,49.1,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,ninjas_in_pyjamas,27,23.1,0.98,0.63,0.7,49.66,0
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,complexity,12,43.8,1.03,0.64,0.67,51.06,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,natus_vincere,2,77.3,1.07,0.66,0.64,48.36,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,natus_vincere,2,77.3,1.07,0.66,0.64,48.36,0
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,heroic,10,57.1,1.05,0.66,0.66,50.74,0
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,g2,6,65.4,1.1,0.67,0.63,49.74,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,faze,1,72.4,1.09,0.68,0.64,51.78,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,cloud9,7,63.0,1.11,0.68,0.64,45.42,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,imperial,18,72.0,1.13,0.7,0.62,46.54,0
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,gamerlegion,24,44.0,1.09,0.7,0.66,46.06,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,apeks,20,44.1,1.03,0.65,0.66,51.12,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,monte,23,51.9,1.06,0.67,0.66,52.76,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,ence,13,45.5,1.04,0.65,0.66,49.2,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,g2,6,65.4,1.1,0.67,0.63,49.74,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,heroic,10,57.1,1.05,0.66,0.66,50.74,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,cloud9,7,63.0,1.11,0.68,0.64,45.42,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,big,38,40.9,1.06,0.67,0.65,49.1,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,og,36,50.0,1.04,0.65,0.69,58.92,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,faze,1,72.4,1.09,0.68,0.64,51.78,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,mibr,34,81.0,1.14,0.69,0.61,51.92,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,og,36,50.0,1.04,0.65,0.69,58.92,0
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,monte,23,51.9,1.06,0.67,0.66,52.76,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,g2,6,65.4,1.1,0.67,0.63,49.74,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,big,38,40.9,1.06,0.67,0.65,49.1,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,ninjas_in_pyjamas,27,23.1,0.98,0.63,0.7,49.66,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,astralis,26,57.1,1.06,0.65,0.65,52.94,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,ence,13,45.5,1.04,0.65,0.66,49.2,0
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,faze,1,72.4,1.09,0.68,0.64,51.78,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,og,36,50.0,1.04,0.65,0.69,58.92,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,liquid,22,69.0,1.15,0.7,0.61,50.02,0
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,heroic,10,57.1,1.05,0.66,0.66,50.74,0
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,fnatic,33,55.2,1.08,0.67,0.66,49.9,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,ninjas_in_pyjamas,27,23.1,0.98,0.63,0.7,49.66,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,heroic,10,57.1,1.05,0.66,0.66,50.74,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,astralis,26,57.1,1.06,0.65,0.65,52.94,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,g2,6,65.4,1.1,0.67,0.63,49.74,0
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,og,36,50.0,1.04,0.65,0.69,58.92,0
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,natus_vincere,2,77.3,1.07,0.66,0.64,48.36,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,ence,13,45.5,1.04,0.65,0.66,49.2,0
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,mouz,5,76.2,1.08,0.68,0.65,48.74,0
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,faze,1,72.4,1.09,0.68,0.64,51.78,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,natus_vincere,2,77.3,1.07,0.66,0.64,48.36,0
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,og,36,50.0,1.04,0.65,0.69,58.92,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,gamerlegion,24,44.0,1.09,0.7,0.66,46.06,0
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,imperial,18,72.0,1.13,0.7,0.62,46.54,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,astralis,26,57.1,1.06,0.65,0.65,52.94,0
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,heroic,10,57.1,1.05,0.66,0.66,50.74,0
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,mouz,5,76.2,1.08,0.68,0.65,48.74,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,monte,23,51.9,1.06,0.67,0.66,52.76,1
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,big,38,40.9,1.06,0.67,0.65,49.1,0
30/03/2024,vitality,3,62.5,1.13,0.68,0.63,49.8,liquid,22,69.0,1.15,0.7,0.61,50.02,1
13/04/2024,fluxo,46,63.3,1.11,0.68,0.63,52.2,imperial,18,72.0,1.13,0.7,0.62,46.54,1
13/04/2024,fluxo,46,63.3,1.11,0.68,0.63,52.2,imperial,18,72.0,1.13,0.7,0.62,46.54,0
13/04/2024,fluxo,46,63.3,1.11,0.68,0.63,52.2,oddik,55,36.6,1.0,0.63,0.67,50.06,1
13/04/2024,fluxo,46,63.3,1.11,0.68,0.63,52.2,oddik,55,36.6,1.0,0.63,0.67,50.06,1
13/04/2024,fluxo,46,63.3,1.11,0.68,0.63,52.2,oddik,55,36.6,1.0,0.63,0.67,50.06,1
13/04/2024,fluxo,46,63.3,1.11,0.68,0.63,52.2,bestia,75,43.9,1.04,0.66,0.68,54.22,0
13/04/2024,fluxo,46,63.3,1.11,0.68,0.63,52.2,mibr,34,81.0,1.14,0.69,0.61,51.92,0
13/04/2024,fluxo,46,63.3,1.11,0.68,0.63,52.2,mibr,34,81.0,1.14,0.69,0.61,51.92,1
13/04/2024,fluxo,46,63.3,1.11,0.68,0.63,52.2,red_canids,53,62.0,1.13,0.69,0.62,51.1,0
13/04/2024,fluxo,46,63.3,1.11,0.68,0.63,52.2,mibr,34,81.0,1.14,0.69,0.61,51.92,0
13/04/2024,fluxo,46,63.3,1.11,0.68,0.63,52.2,bestia,75,43.9,1.04,0.66,0.68,54.22,1
13/04/2024,fluxo,46,63.3,1.11,0.68,0.63,52.2,mibr,34,81.0,1.14,0.69,0.61,51.92,0
13/04/2024,fluxo,46,63.3,1.11,0.68,0.63,52.2,bestia,75,43.9,1.04,0.66,0.68,54.22,1
13/04/2024,fluxo,46,63.3,1.11,0.68,0.63,52.2,red_canids,53,62.0,1.13,0.69,0.62,51.1,1
13/04/2024,fluxo,46,63.3,1.11,0.68,0.63,52.2,mibr,34,81.0,1.14,0.69,0.61,51.92,1
13/04/2024,fluxo,46,63.3,1.11,0.68,0.63,52.2,9z,45,65.6,1.08,0.66,0.63,49.74,1
13/04/2024,fluxo,46,63.3,1.11,0.68,0.63,52.2,9z,45,65.6,1.08,0.66,0.63,49.74,1
13/04/2024,fluxo,46,63.3,1.11,0.68,0.63,52.2,imperial,18,72.0,1.13,0.7,0.62,46.54,1
13/04/2024,fluxo,46,63.3,1.11,0.68,0.63,52.2,9z,45,65.6,1.08,0.66,0.63,49.74,1
13/04/2024,fluxo,46,63.3,1.11,0.68,0.63,52.2,imperial,18,72.0,1.13,0.7,0.62,46.54,0
13/04/2024,fluxo,46,63.3,1.11,0.68,0.63,52.2,9z,45,65.6,1.08,0.66,0.63,49.74,0
13/04/2024,fluxo,46,63.3,1.11,0.68,0.63,52.2,oddik,55,36.6,1.0,0.63,0.67,50.06,1
13/04/2024,fluxo,46,63.3,1.11,0.68,0.63,52.2,imperial,18,72.0,1.13,0.7,0.62,46.54,0
13/04/2024,fluxo,46,63.3,1.11,0.68,0.63,52.2,red_canids,53,62.0,1.13,0.69,0.62,51.1,0
13/04/2024,fluxo,46,63.3,1.11,0.68,0.63,52.2,g2,6,65.4,1.1,0.67,0.63,49.74,0
13/04/2024,fluxo,46,63.3,1.11,0.68,0.63,52.2,imperial,18,72.0,1.13,0.7,0.62,46.54,0
13/04/2024,fluxo,46,63.3,1.11,0.68,0.63,52.2,bestia,75,43.9,1.04,0.66,0.68,54.22,1
13/04/2024,fluxo,46,63.3,1.11,0.68,0.63,52.2,imperial,18,72.0,1.13,0.7,0.62,46.54,0
13/04/2024,fluxo,46,63.3,1.11,0.68,0.63,52.2,red_canids,53,62.0,1.13,0.69,0.62,51.1,0
13/04/2024,fluxo,46,63.3,1.11,0.68,0.63,52.2,imperial,18,72.0,1.13,0.7,0.62,46.54,1
13/04/2024,fluxo,46,63.3,1.11,0.68,0.63,52.2,pain,15,65.9,1.09,0.68,0.64,50.66,0
13/04/2024,fluxo,46,63.3,1.11,0.68,0.63,52.2,pain,15,65.9,1.09,0.68,0.64,50.66,1
13/04/2024,fluxo,46,63.3,1.11,0.68,0.63,52.2,bestia,75,43.9,1.04,0.66,0.68,54.22,1
13/04/2024,fluxo,46,63.3,1.11,0.68,0.63,52.2,oddik,55,36.6,1.0,0.63,0.67,50.06,1
13/04/2024,fluxo,46,63.3,1.11,0.68,0.63,52.2,bestia,75,43.9,1.04,0.66,0.68,54.22,0
13/04/2024,fluxo,46,63.3,1.11,0.68,0.63,52.2,pain,15,65.9,1.09,0.68,0.64,50.66,1
13/04/2024,fluxo,46,63.3,1.11,0.68,0.63,52.2,oddik,55,36.6,1.0,0.63,0.67,50.06,1
13/04/2024,fluxo,46,63.3,1.11,0.68,0.63,52.2,9z,45,65.6,1.08,0.66,0.63,49.74,1
13/04/2024,fluxo,46,63.3,1.11,0.68,0.63,52.2,9z,45,65.6,1.08,0.66,0.63,49.74,0
13/04/2024,fluxo,46,63.3,1.11,0.68,0.63,52.2,liquid,22,69.0,1.15,0.7,0.61,50.02,0
13/04/2024,fluxo,46,63.3,1.11,0.68,0.63,52.2,monte,23,51.9,1.06,0.67,0.66,52.76,0
13/04/2024,fluxo,46,63.3,1.11,0.68,0.63,52.2,pain,15,65.9,1.09,0.68,0.64,50.66,0
13/04/2024,fluxo,46,63.3,1.11,0.68,0.63,52.2,red_canids,53,62.0,1.13,0.69,0.62,51.1,1
13/04/2024,fluxo,46,63.3,1.11,0.68,0.63,52.2,9z,45,65.6,1.08,0.66,0.63,49.74,0
13/04/2024,fluxo,46,63.3,1.11,0.68,0.63,52.2,pain,15,65.9,1.09,0.68,0.64,50.66,0
13/04/2024,fluxo,46,63.3,1.11,0.68,0.63,52.2,bestia,75,43.9,1.04,0.66,0.68,54.22,1
10/04/2024,cloud9,7,63.0,1.11,0.68,0.64,45.42,faze,1,72.4,1.09,0.68,0.64,51.78,0
10/04/2024,cloud9,7,63.0,1.11,0.68,0.64,45.42,vitality,3,62.5,1.13,0.68,0.63,49.8,0
10/04/2024,cloud9,7,63.0,1.11,0.68,0.64,45.42,natus_vincere,2,77.3,1.07,0.66,0.64,48.36,1
10/04/2024,cloud9,7,63.0,1.11,0.68,0.64,45.42,g2,6,65.4,1.1,0.67,0.63,49.74,1
10/04/2024,cloud9,7,63.0,1.11,0.68,0.64,45.42,ecstatic,17,58.3,1.06,0.66,0.66,51.24,1
10/04/2024,cloud9,7,63.0,1.11,0.68,0.64,45.42,spirit,4,79.2,1.19,0.73,0.61,46.98,0
10/04/2024,cloud9,7,63.0,1.11,0.68,0.64,45.42,saw,16,73.3,1.09,0.67,0.63,49.92,1
10/04/2024,cloud9,7,63.0,1.11,0.68,0.64,45.42,ecstatic,17,58.3,1.06,0.66,0.66,51.24,1
10/04/2024,cloud9,7,63.0,1.11,0.68,0.64,45.42,saw,16,73.3,1.09,0.67,0.63,49.92,0
10/04/2024,cloud9,7,63.0,1.11,0.68,0.64,45.42,vitality,3,62.5,1.13,0.68,0.63,49.8,1
10/04/2024,cloud9,7,63.0,1.11,0.68,0.64,45.42,apeks,20,44.1,1.03,0.65,0.66,51.12,1
10/04/2024,cloud9,7,63.0,1.11,0.68,0.64,45.42,pera,94,41.7,1.06,0.69,0.7,50.82,1
10/04/2024,cloud9,7,63.0,1.11,0.68,0.64,45.42,monte,23,51.9,1.06,0.67,0.66,52.76,0
10/04/2024,cloud9,7,63.0,1.11,0.68,0.64,45.42,mouz,5,76.2,1.08,0.68,0.65,48.74,0
10/04/2024,cloud9,7,63.0,1.11,0.68,0.64,45.42,virtuspro,9,68.0,1.11,0.65,0.61,48.04,1
10/04/2024,cloud9,7,63.0,1.11,0.68,0.64,45.42,betboom,32,52.8,1.05,0.68,0.69,51.7,1
10/04/2024,cloud9,7,63.0,1.11,0.68,0.64,45.42,rebels,42,38.5,1.01,0.65,0.69,49.42,0
10/04/2024,cloud9,7,63.0,1.11,0.68,0.64,45.42,big,38,40.9,1.06,0.67,0.65,49.1,0
10/04/2024,cloud9,7,63.0,1.11,0.68,0.64,45.42,virtuspro,9,68.0,1.11,0.65,0.61,48.04,0
10/04/2024,cloud9,7,63.0,1.11,0.68,0.64,45.42,heroic,10,57.1,1.05,0.66,0.66,50.74,1
10/04/2024,cloud9,7,63.0,1.11,0.68,0.64,45.42,betboom,32,52.8,1.05,0.68,0.69,51.7,1
10/04/2024,cloud9,7,63.0,1.11,0.68,0.64,45.42,3dmax,39,51.5,1.08,0.67,0.65,51.58,1
10/04/2024,cloud9,7,63.0,1.11,0.68,0.64,45.42,og,36,50.0,1.04,0.65,0.69,58.92,1
10/04/2024,cloud9,7,63.0,1.11,0.68,0.64,45.42,mouz,5,76.2,1.08,0.68,0.65,48.74,0
10/04/2024,cloud9,7,63.0,1.11,0.68,0.64,45.42,vitality,3,62.5,1.13,0.68,0.63,49.8,0
10/04/2024,cloud9,7,63.0,1.11,0.68,0.64,45.42,ence,13,45.5,1.04,0.65,0.66,49.2,1
10/04/2024,cloud9,7,63.0,1.11,0.68,0.64,45.42,betboom,32,52.8,1.05,0.68,0.69,51.7,0
10/04/2024,cloud9,7,63.0,1.11,0.68,0.64,45.42,mibr,34,81.0,1.14,0.69,0.61,51.92,0
